id,text
4540,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale and retail trade and repair of motor vehicles and motorcycles sale, maintenance and repair of motorcycles and related parts and accessories sale, maintenance and repair of motorcycles and related parts and accessories"
4610,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale on a fee or contract basis wholesale on a fee or contract basis"
4620,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of agricultural raw materials and live animals wholesale of agricultural raw materials and live animals"
4630,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of food, beverages and tobacco wholesale of food, beverages and tobacco"
4641,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of household goods wholesale of textiles, clothing and footwear"
4649,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of household goods wholesale of other household goods"
4651,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of machinery, equipment and supplies wholesale of computers, computer peripheral equipment and software"
4652,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of machinery, equipment and supplies wholesale of electronic and telecommunications equipment and parts"
4653,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of machinery, equipment and supplies wholesale of agricultural machinery, equipment and supplies"
4659,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles wholesale of machinery, equipment and supplies wholesale of other machinery and equipment"
4661,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles other specialized wholesale wholesale of solid, liquid and gaseous fuels and related products"
4662,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles other specialized wholesale wholesale of metals and metal ores"
4663,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles other specialized wholesale wholesale of construction materials, hardware, plumbing and heating equipment and supplies"
4669,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles other specialized wholesale wholesale of waste and scrap and other products n.e.c."
4690,"wholesale and retail trade; repair of motor vehicles and motorcycles wholesale trade, except of motor vehicles and motorcycles non-specialized wholesale trade non-specialized wholesale trade"
4711,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale in non-specialized stores retail sale in non-specialized stores with food, beverages or tobacco predominating"
4719,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale in non-specialized stores other retail sale in non-specialized stores"
4721,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of food, beverages and tobacco in specialized stores retail sale of food in specialized stores"
4722,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of food, beverages and tobacco in specialized stores retail sale of beverages in specialized stores"
4723,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of food, beverages and tobacco in specialized stores retail sale of tobacco products in specialized stores"
4730,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of automotive fuel in specialized stores retail sale of automotive fuel in specialized stores"
4741,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of information and communications equipment in specialized stores retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores"
4742,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of information and communications equipment in specialized stores retail sale of audio and video equipment in specialized stores"
4751,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of other household equipment in specialized stores retail sale of textiles in specialized stores"
4752,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of other household equipment in specialized stores retail sale of hardware, paints and glass in specialized stores"
4753,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of other household equipment in specialized stores retail sale of carpets, rugs, wall and floor coverings in specialized stores"
4759,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of other household equipment in specialized stores retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores"
4761,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of cultural and recreation goods in specialized stores retail sale of books, newspapers and stationary in specialized stores"
4762,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of cultural and recreation goods in specialized stores retail sale of music and video recordings in specialized stores"
4763,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of cultural and recreation goods in specialized stores retail sale of sporting equipment in specialized stores"
4764,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of cultural and recreation goods in specialized stores retail sale of games and toys in specialized stores"
4771,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of other goods in specialized stores retail sale of clothing, footwear and leather articles in specialized stores"
4772,"wholesale and retail trade; repair of motor vehicles and motorcycles retail trade, except of motor vehicles and motorcycles retail sale of other goods in specialized stores retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
