id,jobnumber,query,prevalidated
297e0cd3d03a4e30b796e10092f17628241,1.0,"growing of millet guinea corn and beans millet, guinea corn and beans",0111
297e0cd3d03a4e30b796e10092f17628281,1.0,selling of tomatoes dry okro dry pepper fresh pepper fresh tomatoes dry okro dry kuka dry etc,4781
297e0cd3d03a4e30b796e10092f17628291,1.0,selling of vegetables oil and grondnut oil vegetables oil and grondnut oil,4781
99afec4270f04e39aeb6605887f53da3111,1.0,growing of millet guinea corn and beans millet guinea corn and beans,0111
99afec4270f04e39aeb6605887f53da3121,1.0,raising and producing of goats and sheeps rearing of animals like goats and sheeps,0144
99afec4270f04e39aeb6605887f53da3141,1.0,raising and producing of goats and sheeps rearing of goats and sheeps,0144
761fa11d7a52425d9a520c59018cf7c8211,1.0,"growing of millet guinea corn and beans millet, guinea corn and beans",0111
761fa11d7a52425d9a520c59018cf7c8221,1.0,raising and producing of goats and sheeps rearing of animals like goats and sheeps,0144
761fa11d7a52425d9a520c59018cf7c8271,1.0,selling of food like tuwon dawa and rice prepared food like tuwon dawa and rice,5610
761fa11d7a52425d9a520c59018cf7c8281,1.0,raising and producing of goats and sheeps rearing of goats and sheeps,0144
761fa11d7a52425d9a520c59018cf7c8291,1.0,raising and producing of goats and sheeps rearing of animals like goats and sheeps,0144
7e82f934ca4c4924a715c4beaaed5ff8211,1.0,raising and producing of goats and sheeps rearing of animals like goats and sheeps,0144
7e82f934ca4c4924a715c4beaaed5ff8221,1.0,buying and selling of groundnut cake and oil selling of kulikuli and oil,5610
fb6e56853e4f4bd5a30b5969e45bd4cd311,1.0,"trading,buying, measuring and selling of grains like millet, guinea corn,beans, maize and rice buying and selling of grains like millet, guinea corn, beans, maize and rice",4711
fb6e56853e4f4bd5a30b5969e45bd4cd321,1.0,"trading,  buying and selling of many types  of provisions goods like soap, omo, biscuit, vegetables and groundnut oils and many other provisions goods buying and selling of provisions goods like soap, omo, maggi, salt and others",4781
15f5b32c5dcf4a25b2e61405c490eab2311,1.0,"buying and selling of many types of grains like millet, guinea corn, beans, maize and other grains buying and selling of grains like millet, guinea corn and beans",4711
15f5b32c5dcf4a25b2e61405c490eab2321,1.0,"buying and selling of many types of provisions goods like soap, omo, biscuit, vegetables and groundnut oils, and other provisions goods buying and selling of provisions goods like soap, omo, biscuit, maggi, salt and others",4719
15f5b32c5dcf4a25b2e61405c490eab2331,1.0,"selling of many types of provisions goods like soap, omo sweet, and other provisions goods selling of provisions goods like soap, omo, maggi, salt and others",4719
36f03290ddef46b3818161d3972d09a0411,1.0,"buying and selling of many types of roots tubers ,like yams tuber, cassava tuber, potatoes tuber and other roots tubers, buying and selling of yams tubers",4781
36f03290ddef46b3818161d3972d09a0421,1.0,"raising many types of livestock like goats, sheeps, cattle, rams, camel and other animals for sales raising livestock for sales, like goats  ,sheeps and chicken",0144
36f03290ddef46b3818161d3972d09a0431,1.0,"raising many types of livestock for sales, like goats, sheeps, chicken cattle, rams and many other animals raising livestock like goats, sheeps and chicken",0144
d55a3dbf26934196881554fa2955e98e311,1.0,"buying and selling of many kind of fruit and vegetables like orange, banana, watermelon, and other fruit buying and buying of fruit like orange, banana and watermelon",4721
d55a3dbf26934196881554fa2955e98e321,1.0,"buying and selling of many types of cake like akara cake, cassava cake, groundnut cake and many other cake, buying and selling of groundnut cake  kuli kuli",5610
aceb2e1a8a92482ba1ed4aad21b44292211,1.0,"trading, buying and selling of provisions goods like soap, biscuit, maggi, salt, omo, sugar and many other provisions goods buying and selling of provisions goods like soap, omo, maggi, salt,sugar and others",4711
aceb2e1a8a92482ba1ed4aad21b44292221,1.0,"granding grains activities, like guinea corn, beans, onion, pepper, tomatoes, millet, beans, suya beans and others granding activities, granding beans, suya beans, millet and guinea corn",5629
aceb2e1a8a92482ba1ed4aad21b44292231,1.0,"selling of many types of provisions goods like soap, omo, biscuit, maggi, vegetables and groundnut oils, and many other provisions selling of provisions goods like soap ,omo, biscuit, maggi, salt, sugar and others",4711
aceb2e1a8a92482ba1ed4aad21b44292251,1.0,"granding many types of grains and vegetables like millet, guinea corn, beans, onion, pepper, tomatoes and others granding beans, suya beans,,guinea corn 🇬🇳 and millet",5629
7fe2bdf1f2a64642a85f543110df0567711,1.0,"buying and selling of many different types of roots tubers like yams tuber, cassava tubers and many other roots tubers buying and selling of yams tubers",4781
c476e19842104b4084a105f9e95001fe311,1.0,"buying and selling of many types of roots like yams  tuber cassava tuber, potatoes and others buying and selling of yams tuber",4719
52c2b5d9032c404db74a9c7e70489c2e111,1.0,"buying and selling of many types of  plastic products like plastic buckets plastic basin and many other plastic products buying and selling of plastic products, plastic basin and other plastic products",4781
52c2b5d9032c404db74a9c7e70489c2e121,1.0,"using many different types of grains for making fura food drink for sales selling prepared  fura drinks, ready for drinks to customers",5610
52c2b5d9032c404db74a9c7e70489c2e131,1.0,"selling of different types of food and drinks like  fura, sobo drinks and many other drinks selling of prepared fura food drink to customers",5610
2314fe60dc8f4ce19fc9fa4dcd4d8424211,1.0,"raising many types of animals for sales, like cows, sheeps, goat and other livestock raising livestock for sales like goats, sheeps and chickens",0144
2314fe60dc8f4ce19fc9fa4dcd4d8424221,1.0,"trader, buying and selling of many types of leda bags buying and selling of leda bags",4771
2314fe60dc8f4ce19fc9fa4dcd4d8424241,1.0,"using many different types of beans for preparing and frying awara cake, akara cake, cassava cake and many other cake for sales selling of  prepared and fried awara food  for sales",5610
70f9e4c186e94e57b3343e7bfa2479fb311,1.0,"buying and selling of many types of provision goods like sugar, bread, garri, maggi, biscuits and many other goods buying and selling of provision goods like sugar, bread, milk, salt, maggi and other provision goods",4719
70f9e4c186e94e57b3343e7bfa2479fb321,1.0,"using many different types of grains like  millet, guinea corn, maize and other grains for making fura food for sales making and selling of fura food drink for sales",1079
2e4ff8a0a4ce461d865cdf57af74fb98111,1.0,"buying and selling of many types of plastic products like chairs, tables and other plastic products buying and selling of plastic chairs and tables",4649
2e4ff8a0a4ce461d865cdf57af74fb98121,1.0,buying and selling of many types of female herbal medicine products buying and selling of female herbal medicine products,4772
2e4ff8a0a4ce461d865cdf57af74fb98131,1.0,"herbal medicine products,  selling of many types of  female herbal medicine selling of female herbal medicine products",4772
